index,gene_symbol-0,n_cells-0,n_cells-1,means,dispersions,dispersions_norm
SLC7A6OS,SLC7A6OS,1114,85,0.04739272,0.2747222,-0.04457723
PRMT7,PRMT7,314,76,0.016718328,0.27505642,-0.04357817
SMPD3,SMPD3,56,9,0.0039375257,0.6090651,0.95481324
ZFP90,ZFP90,321,53,0.015003402,0.81876713,1.5816374
TANGO6,TANGO6,132,39,0.0074674515,0.3096617,0.059861053
CHTF8,CHTF8,1763,193,0.07527442,0.38277733,0.27841237
CIRH1A,CIRH1A,577,110,0.027658308,0.22400445,-0.19617856
SNTB2,SNTB2,111,34,0.0053138817,0.33067584,0.122674845
VPS4A,VPS4A,1213,198,0.05645117,0.22107987,-0.20492046
COG8,COG8,269,38,0.012118689,0.2356387,-0.16140242
NIP7,NIP7,1426,153,0.064388216,0.2787675,-0.03248533
CYB5B,CYB5B,1931,258,0.088865675,0.66208553,1.1132976
NFAT5,NFAT5,422,91,0.021145247,1.3297129,3.1089144
NQO1,NQO1,528,23,0.022908855,0.37905315,0.2672803
NOB1,NOB1,1514,283,0.073292375,0.36060348,0.2121321
AARS,AARS,689,59,0.0321415,0.28068662,-0.026748851
DDX19B,DDX19B,451,180,0.025194423,0.25490117,-0.10382459
DDX19A,DDX19A,361,105,0.019034175,0.2722364,-0.052007526
ST3GAL2,ST3GAL2,707,84,0.028705347,0.328029,0.11476314
COG4,COG4,346,103,0.016345855,0.21372548,-0.2269036
SF3B3,SF3B3,951,118,0.04227975,0.37569374,0.25723866
CMTR2,CMTR2,761,86,0.032091796,0.30817562,0.055419035
ZNF23,ZNF23,16,13,0.0012687683,0.24765398,-0.12548731
RP11-432I5.1,RP11-432I5.1,15,7,0.00097534305,0.7579534,1.399858
PHLPP2,PHLPP2,51,12,0.0023582638,0.23564528,-0.16138273
ATXN1L,ATXN1L,285,60,0.01521217,1.9311072,4.9065533
IST1,IST1,1161,160,0.050034367,0.22570062,-0.1911085
ZNF821,ZNF821,183,60,0.009300361,0.25314736,-0.10906693
DHODH,DHODH,219,41,0.010857214,0.26998505,-0.0587371
TXNL4B,TXNL4B,739,47,0.030413974,0.2869223,-0.00810964
HP,HP,9,7,0.00088174903,0.34029764,0.15143554
AC004158.2,AC004158.2,11,4,0.00065280974,0.44521576,0.4650482
ZFHX3,ZFHX3,175,45,0.008040704,0.39793316,0.3237149
RP11-252A24.3,RP11-252A24.3,13,5,0.0006651266,0.4152169,0.37537804
RP11-252A24.7,RP11-252A24.7,56,20,0.0032997788,0.25765347,-0.09559763
ZFP1,ZFP1,123,24,0.005149997,0.2765264,-0.039184257
CFDP1,CFDP1,2209,288,0.0932842,0.2583315,-0.09357091
TMEM170A,TMEM170A,2781,161,0.10821067,0.28160968,-0.023989694
GABARAPL2,GABARAPL2,9213,978,0.39718002,0.48591775,-0.15315373
KARS,KARS,3891,553,0.17677835,0.6809626,1.1697234
TERF2IP,TERF2IP,5153,613,0.22332568,0.51269674,0.6667568
MON1B,MON1B,384,61,0.017551191,0.25768948,-0.09549002
NUDT7,NUDT7,284,47,0.012043281,0.27241063,-0.05148675
WWOX,WWOX,127,45,0.006741953,0.26378098,-0.077281795
CDYL2,CDYL2,42,5,0.0017170763,0.2919858,0.0070257713
CMC2,CMC2,2610,198,0.10540586,0.23211247,-0.17194273
ATMIN,ATMIN,238,37,0.0107226195,0.28773054,-0.0056937183
C16orf46,C16orf46,73,5,0.0031958022,0.35441208,0.19362526
GAN,GAN,79,7,0.0032417567,0.25497565,-0.10360198
CMIP,CMIP,696,104,0.028801769,0.24934861,-0.12042185
RP11-960L18.1,RP11-960L18.1,13,8,0.00094067043,0.33034897,0.12169778
MPHOSPH6,MPHOSPH6,1372,228,0.06479288,0.23482433,-0.16383664
MLYCD,MLYCD,344,42,0.014101534,0.25597692,-0.100609064
RP11-505K9.1,RP11-505K9.1,30,18,0.0018005143,0.22349453,-0.19770275
DNAAF1,DNAAF1,531,8,0.021999715,0.21734877,-0.21607316
TAF1C,TAF1C,140,32,0.0064421496,0.23363104,-0.16740352
TLDC1,TLDC1,89,15,0.004414794,0.22824706,-0.18349688
COTL1,COTL1,8592,1689,0.62710685,1.1344788,0.47833768
KLHL36,KLHL36,595,130,0.028273046,0.25889271,-0.0918934
USP10,USP10,1699,219,0.07584365,0.28560686,-0.01204166
GINS2,GINS2,73,20,0.003491484,0.2599734,-0.08866308
C16orf74,C16orf74,261,128,0.016549813,1.0997204,2.4214396
IRF8,IRF8,2653,296,0.17012438,1.1666055,2.6213672
RP11-542M13.3,RP11-542M13.3,59,19,0.0032057343,0.39007086,0.30021355
MTHFSD,MTHFSD,245,26,0.00976794,0.2498768,-0.11884304
RP11-178L8.7,RP11-178L8.7,23,3,0.001039368,0.32857525,0.11639594
KLHDC4,KLHDC4,493,72,0.022256767,0.37629935,0.2590489
FLJ00104,FLJ00104,12,22,0.0015912678,0.3053137,0.046864428
SLC7A5,SLC7A5,667,23,0.029741779,0.42652836,0.40918934
BANP,BANP,460,63,0.019942747,0.40756923,0.35251826
ZC3H18,ZC3H18,794,81,0.033412576,0.23556909,-0.16161047
MVD,MVD,597,135,0.029128198,0.30733174,0.05289657
SNAI3,SNAI3,395,77,0.018346857,0.33416557,0.13310607
RNF166,RNF166,1570,450,0.07792025,0.4335776,0.43026036
CTU2,CTU2,379,37,0.017483681,0.28006124,-0.02861816
PIEZO1,PIEZO1,79,98,0.007640182,0.7386833,1.3422573
APRT,APRT,6945,1553,0.3713914,0.53776515,-0.010736756
TRAPPC2L,TRAPPC2L,1694,446,0.08606395,0.3462517,0.16923292
ACSF3,ACSF3,462,116,0.02142247,0.25994658,-0.088743255
ZNF778,ZNF778,41,7,0.0015702443,0.21678382,-0.21776186
ANKRD11,ANKRD11,1192,190,0.05296969,0.3490568,0.17761773
AC137932.1,AC137932.1,82,3,0.0028570506,0.30153146,0.035558857
AC137932.6,AC137932.6,14,5,0.0007360004,0.2343747,-0.16518064
SPG7,SPG7,642,143,0.03110046,0.68208224,1.1730701
CPNE7,CPNE7,311,12,0.013489913,0.5136634,0.6696463
SPATA33,SPATA33,273,26,0.011674109,0.32324547,0.100464575
ZNF276,ZNF276,423,154,0.022268612,0.40690887,0.35054436
FANCA,FANCA,301,36,0.012118351,0.25640243,-0.099337146
TCF25,TCF25,2840,680,0.13394965,0.25283486,-0.11000105
GAS8,GAS8,51,3,0.0024323007,0.40483683,0.3443508
GLOD4,GLOD4,2100,366,0.094214074,0.32000172,0.09076864
TIMM22,TIMM22,1302,133,0.056449123,0.39636055,0.3190142
YWHAE,YWHAE,3587,384,0.15430507,0.32883957,0.11718602
MYO1C,MYO1C,136,34,0.00719445,0.21845634,-0.21276249
PITPNA-AS1,PITPNA-AS1,622,134,0.031180292,1.1751163,2.6468072
SLC43A2,SLC43A2,2697,112,0.11464287,0.24052557,-0.14679496
PRPF8,PRPF8,906,245,0.04461092,0.64977455,1.0764986
SERPINF2,SERPINF2,23,8,0.0013414084,0.5028206,0.6372359
SERPINF1,SERPINF1,300,22,0.018617582,0.8211469,1.5887508
SMYD4,SMYD4,263,56,0.013116512,0.4096518,0.35874328
RPA1,RPA1,876,174,0.04008249,0.22340617,-0.19796689
SMG6,SMG6,188,30,0.008338896,0.48177493,0.5743278
TSR1,TSR1,485,54,0.022062877,0.26912943,-0.06129466
METTL16,METTL16,402,57,0.017918574,0.25169033,-0.113422185
PAFAH1B1,PAFAH1B1,3641,178,0.1404101,0.23070423,-0.1761521
CLUH,CLUH,48,28,0.0032784247,0.33977014,0.14985877
SHPK,SHPK,27,7,0.0014326845,0.31259063,0.06861601
EMC6,EMC6,4277,369,0.17661999,0.22901683,-0.18119596
P2RX5,P2RX5,309,145,0.022262339,1.1363088,2.5308068
ITGAE,ITGAE,2435,295,0.10816944,0.31146693,0.06525715
ATP2A3,ATP2A3,195,174,0.015391053,0.2613227,-0.08462986
CYB5D2,CYB5D2,257,79,0.012149883,0.23030654,-0.17734087
UBE2G1,UBE2G1,1507,258,0.06999303,0.34354588,0.16114493
ARRB2,ARRB2,4560,689,0.21763845,0.6509037,1.0798738
MED11,MED11,1470,219,0.06440224,0.3031201,0.0403075
CXCL16,CXCL16,4814,135,0.30634668,0.7990864,0.7070733
VMO1,VMO1,1787,29,0.32066292,2.4081376,5.126894
PSMB6,PSMB6,8068,749,0.3520643,0.6211809,0.21839371
GP1BA,GP1BA,33,15,0.0026337446,0.96358687,2.0145206
SLC25A11,SLC25A11,2027,344,0.09221692,0.42669898,0.40969935
RNF167,RNF167,2531,464,0.11400575,0.27066642,-0.0567004
SPAG7,SPAG7,3858,559,0.17087202,0.21701299,-0.21707685
ZFP3,ZFP3,50,6,0.002132389,0.26339805,-0.07842641
ZNF232,ZNF232,225,23,0.01018884,0.8599647,1.7047819
ZNF594,ZNF594,51,5,0.0017295638,0.24592373,-0.13065924
RABEP1,RABEP1,1164,95,0.048559293,0.39442754,0.3132362
NUP88,NUP88,649,122,0.031251367,0.37385273,0.25173566
RP11-420A6.2,RP11-420A6.2,16,3,0.0008617865,0.37969512,0.26919925
RPAIN,RPAIN,1988,383,0.09379589,0.4273436,0.41162622
CTC-524C5.2,CTC-524C5.2,562,111,0.026252383,0.24318539,-0.13884446
C1QBP,C1QBP,6077,999,0.3161735,0.5246138,-0.046861522
DERL2,DERL2,4379,267,0.17639747,0.241515,-0.14383745
MIS12,MIS12,777,99,0.03423553,0.24508432,-0.13316834
TXNDC17,TXNDC17,3491,303,0.1417412,0.29325476,0.010818822
MED31,MED31,865,73,0.03700544,0.26746336,-0.06627474
C17orf100,C17orf100,88,13,0.004009951,0.28846338,-0.0035031757
ALOX12,ALOX12,14,11,0.0013648752,0.79981065,1.5249742
MIR497HG,MIR497HG,9,9,0.00082612684,0.21543157,-0.22180389
CLEC10A,CLEC10A,134,63,0.0089614,0.29059547,0.002869887
ASGR1,ASGR1,594,212,0.036020428,0.7801814,1.4663001
ACADVL,ACADVL,2695,278,0.11179427,0.37030485,0.24113064
ELP5,ELP5,1379,179,0.06429748,0.38452774,0.28364453
EIF5A,EIF5A,5251,508,0.25864437,0.5086963,-0.09058444
ACAP1,ACAP1,1300,817,0.09574029,1.0170537,2.1743393
TMEM256,TMEM256,1101,443,0.058947317,0.24134767,-0.14433761
TMEM102,TMEM102,409,59,0.017888812,0.39858922,0.32567596
CHRNB1,CHRNB1,1005,95,0.040136717,0.31933826,0.088785484
TNFSF12,TNFSF12,99,143,0.009977457,0.33824983,0.1453144
SENP3,SENP3,69,14,0.0032689827,0.35477215,0.19470155
CD68,CD68,6678,591,0.42771256,0.57501423,0.09158087
AC113189.5,AC113189.5,89,38,0.0054408037,0.4688683,0.53574836
SAT2,SAT2,4610,458,0.20468716,0.49667272,0.6188591
LSMD1,LSMD1,1373,473,0.07155269,0.22174601,-0.20292927
AC025335.1,AC025335.1,53,9,0.0025592977,0.28922328,-0.0012317459
VAMP2,VAMP2,6907,1220,0.32355595,0.4771474,-0.17724456
TMEM107,TMEM107,594,132,0.02609639,0.23365209,-0.16734062
C17orf59,C17orf59,677,118,0.033614732,2.0094264,5.1406584
RANGRF,RANGRF,1405,223,0.06371766,0.43232015,0.4265017
NDEL1,NDEL1,1004,146,0.045008615,0.64183664,1.0527712
MYH10,MYH10,5,5,0.00057674636,0.59688884,0.9184169
STX8,STX8,1225,354,0.0620775,0.2538501,-0.10696636
ADPRM,ADPRM,728,116,0.03492187,0.9238712,1.8958058
TMEM220,TMEM220,120,20,0.0059088725,0.42757165,0.4123079
ZNF18,ZNF18,200,22,0.008849337,0.4004297,0.33117735
MAP2K4,MAP2K4,351,77,0.016687438,0.27977407,-0.029476563
COX10,COX10,278,45,0.012891621,0.23285235,-0.16973111
PMP22,PMP22,268,3,0.011074687,0.38639694,0.2892318
TVP23C,TVP23C,66,9,0.0028241668,0.26569188,-0.071569905
RP11-385D13.3,RP11-385D13.3,50,9,0.0021813835,0.23297466,-0.16936551
TRIM16,TRIM16,286,39,0.011916072,0.27671796,-0.03861163
ADORA2B,ADORA2B,33,4,0.001407051,0.22393602,-0.19638309
ZSWIM7,ZSWIM7,1188,254,0.05578241,0.25650823,-0.0990209
TTC19,TTC19,1456,216,0.06529732,0.35408294,0.19264144
PIGL,PIGL,357,39,0.014721077,0.27834705,-0.033742107
CENPV,CENPV,378,58,0.017474746,0.2773197,-0.036812965
UBB,UBB,21620,2094,1.2228732,1.3441198,0.16162069
ZNF287,ZNF287,287,23,0.011446202,0.26938397,-0.060533807
TNFRSF13B,TNFRSF13B,339,38,0.026162652,0.78652227,1.4852537
MPRIP,MPRIP,739,138,0.033945274,0.4490773,0.4765908
PLD6,PLD6,145,30,0.008319898,0.44297153,0.4583399
COPS3,COPS3,2124,280,0.09554562,0.27799764,-0.03478651
NT5M,NT5M,15,7,0.0009731149,0.5602773,0.80898064
MED9,MED9,195,36,0.010246159,1.1454476,2.5581238
RASD1,RASD1,41,21,0.003926678,2.2045207,5.7238183
PEMT,PEMT,119,60,0.008614344,1.9597466,4.9921594
SMCR5,SMCR5,120,25,0.005635615,0.27639738,-0.039569896
SREBF1,SREBF1,149,38,0.008805563,1.3222922,3.0867336
TOM1L2,TOM1L2,216,66,0.011110426,0.24301375,-0.13935749
ATPAF2,ATPAF2,520,114,0.025569588,0.27184698,-0.05317157
GID4,GID4,290,45,0.012874949,0.23306757,-0.1690878
DRG2,DRG2,736,130,0.03651557,0.42176047,0.39493755
ALKBH5,ALKBH5,1978,312,0.087009184,0.24367732,-0.13737401
TOP3A,TOP3A,246,46,0.011591826,0.4400925,0.44973418
ZNF286B,ZNF286B,16,4,0.00084921485,0.3177653,0.0840837
TRIM16L,TRIM16L,140,16,0.006147466,0.4089571,0.35666674
GRAP,GRAP,331,86,0.01703533,0.94456536,1.957663
EPN2,EPN2,41,4,0.0017209052,0.229287,-0.18038838
AKAP10,AKAP10,429,112,0.019690735,0.21448775,-0.2246251
DHRS7B,DHRS7B,798,94,0.032545827,0.23440158,-0.16510028
MAP2K3,MAP2K3,1698,381,0.07817814,0.35037994,0.18157274
C17orf51,C17orf51,61,6,0.002459223,0.24254535,-0.1407576
WSB1,WSB1,3073,489,0.14130464,0.23746088,-0.15595567
KSR1,KSR1,65,35,0.0044904444,0.40408474,0.3421027
LGALS9,LGALS9,4189,468,0.20176584,0.23598616,-0.16036381
RP11-138P22.1,RP11-138P22.1,27,3,0.0011851677,0.23552445,-0.16174391
TMEM97,TMEM97,131,21,0.0063265967,0.28293157,-0.020038432
IFT20,IFT20,2259,310,0.100578316,0.46161848,0.51407784
TNFAIP1,TNFAIP1,395,28,0.015917474,0.49197304,0.60481125
POLDIP2,POLDIP2,1407,229,0.064738914,0.9571372,1.9952419
TMEM199,TMEM199,1857,159,0.07632251,0.59520835,0.91339374
SARM1,SARM1,44,20,0.0028500003,0.27820715,-0.03416026
KIAA0100,KIAA0100,233,67,0.01096928,0.21445514,-0.22472255
RAB34,RAB34,701,114,0.031217456,0.30403572,0.043044385
TLCD1,TLCD1,36,12,0.002409441,1.4028814,3.3276236
NEK8,NEK8,248,28,0.013519855,1.3268828,3.100455
TRAF4,TRAF4,535,57,0.026448702,0.27039465,-0.057512745
FLOT2,FLOT2,289,257,0.023013575,0.33989143,0.15022133
DHRS13,DHRS13,241,44,0.011197412,0.24115951,-0.14490002
PHF12,PHF12,270,96,0.015435145,0.9564439,1.9931695
NUFIP2,NUFIP2,445,73,0.019692086,0.5828642,0.8764957
ABHD15,ABHD15,174,34,0.008048092,0.29570585,0.018145425
SSH2,SSH2,985,206,0.04575242,0.40580335,0.34723985
NSRP1,NSRP1,2537,164,0.10638419,0.30663648,0.05081836
SLC6A4,SLC6A4,5,3,0.00032531985,0.2214159,-0.203916
BLMH,BLMH,1362,70,0.058664374,0.4581781,0.5037942
GOSR1,GOSR1,1650,108,0.06817871,0.26981586,-0.059242822
CRLF3,CRLF3,1912,297,0.08381806,0.2997705,0.030295143
ATAD5,ATAD5,213,20,0.01003034,0.35558614,0.19713467
RNF135,RNF135,612,140,0.02785173,0.26355404,-0.077960156
NF1,NF1,454,48,0.019991828,0.30914167,0.05830665
OMG,OMG,6,3,0.00035985725,0.2866942,-0.008791478
EVI2A,EVI2A,6890,379,0.28550723,0.47795516,-0.17502576
RAB11FIP4,RAB11FIP4,329,66,0.015307372,0.2622286,-0.08192202
UTP6,UTP6,1327,152,0.055803023,0.3746579,0.2541424
RHOT1,RHOT1,468,132,0.02209443,0.25401914,-0.106461085
C17orf75,C17orf75,400,50,0.017242493,0.30122447,0.034641217
ZNF207,ZNF207,3693,492,0.16403337,0.25854242,-0.09294047
PSMD11,PSMD11,3890,274,0.16214356,0.31567478,0.077834904
CCL2,CCL2,6609,11,1.9190702,3.8487403,3.325791
ZNF830,ZNF830,1898,118,0.07467784,0.2804944,-0.027323434
LIG3,LIG3,176,34,0.008533408,0.23884153,-0.15182875
NLE1,NLE1,170,41,0.00900552,0.27672175,-0.038600318
UNC45B,UNC45B,16,4,0.0007149326,0.29050738,0.0026065586
RP11-799D4.4,RP11-799D4.4,185,34,0.009092544,0.2863708,-0.009758115
SLFN5,SLFN5,4587,235,0.1925905,0.49802208,0.6228925
RP11-47L3.1,RP11-47L3.1,422,74,0.018012797,0.35134876,0.18446863
SLFN13,SLFN13,178,22,0.0074881967,0.39834705,0.32495207
SLFN12L,SLFN12L,307,63,0.014135694,0.29224396,0.0077974056
RP11-1094M14.11,RP11-1094M14.11,748,163,0.03537279,0.3875482,0.29267308
PEX12,PEX12,116,7,0.0048839464,0.30632314,0.04988175
MMP28,MMP28,25,12,0.0011761073,0.23847955,-0.15291074
TAF15,TAF15,2781,266,0.118242234,0.329107,0.11798535
CCL5,CCL5,6568,862,0.8499916,2.6496234,1.8740767
CCL3,CCL3,4226,375,0.8122123,3.344875,2.7008471
CCL4,CCL4,4500,307,0.7811643,3.4346752,2.8076348
CCL4L1,CCL4L1,46,26,0.0033129854,0.42994612,0.41940546
CCL3L1,CCL3L1,514,3,0.029220324,0.83207095,1.621404
ZNHIT3,ZNHIT3,3322,463,0.15416516,0.5685446,0.8336927
PIGW,PIGW,179,17,0.008606464,0.31262648,0.06872317
GGNBP2,GGNBP2,2536,470,0.12024571,0.69427234,1.2095077
DHRS11,DHRS11,85,15,0.0040100184,0.36724648,0.2319888
MRM1,MRM1,134,24,0.008318754,1.5977596,3.9101381
AATF,AATF,2043,294,0.09313372,0.57846177,0.86333627
ACACA,ACACA,104,38,0.0051767505,0.26315016,-0.0791674
TADA2A,TADA2A,291,32,0.013979118,1.6552982,4.0821276
DUSP14,DUSP14,584,44,0.025399636,0.41211563,0.366108
DDX52,DDX52,1129,111,0.045581438,0.26020265,-0.08797786
MRPL45,MRPL45,807,184,0.03950455,0.22391783,-0.19643746
MLLT6,MLLT6,707,147,0.031560123,0.23108447,-0.17501554
CISD3,CISD3,1079,349,0.05665207,0.45051825,0.48089796
CWC25,CWC25,2211,185,0.09365087,0.29368782,0.012113282
RP11-690G19.3,RP11-690G19.3,86,33,0.005428306,0.28946856,-0.00049859565
CDK12,CDK12,1142,78,0.046658453,0.22429445,-0.19531168
NEUROD2,NEUROD2,10,4,0.00057136436,0.40818146,0.3543483
RP11-94L15.2,RP11-94L15.2,749,136,0.033098146,0.27352735,-0.048148733
IKZF3,IKZF3,300,43,0.013072805,0.26091605,-0.085845396
GSDMB,GSDMB,65,29,0.004441648,0.25576296,-0.10124859
ORMDL3,ORMDL3,920,281,0.04869378,0.26757511,-0.06594068
MED24,MED24,306,78,0.01558663,0.26677933,-0.068319365
THRA,THRA,112,58,0.006998876,0.35020888,0.1810614
NR1D1,NR1D1,106,55,0.006762989,0.28258628,-0.021070544
CDC6,CDC6,16,3,0.00090298516,0.24821562,-0.12380851
RARA,RARA,1004,106,0.04420177,0.7773955,1.4579726
TOP2A,TOP2A,29,8,0.0020709464,0.67792034,1.1606296
IGFBP4,IGFBP4,676,17,0.031166527,0.60113984,0.9311237
RP5-1028K7.2,RP5-1028K7.2,49,47,0.0046245535,0.739747,1.3454368
CCR7,CCR7,13691,523,1.0305402,1.6901066,0.65700287
SMARCE1,SMARCE1,1792,347,0.08560266,0.40140566,0.33409464
TMEM99,TMEM99,414,46,0.01883189,0.29002166,0.0011546895
NT5C3B,NT5C3B,674,80,0.029216155,0.28940377,-0.0006922614
CNP,CNP,1654,139,0.07019126,0.34782514,0.17393613
DNAJC7,DNAJC7,3331,424,0.14537713,0.69443226,1.2099857
NKIRAS2,NKIRAS2,1068,122,0.043510303,0.34597322,0.16840053
KAT2A,KAT2A,281,56,0.014691801,0.32181767,0.09619671
STAT5B,STAT5B,436,102,0.019993614,0.23063836,-0.17634901
STAT5A,STAT5A,676,133,0.031231701,0.31165177,0.06580964
STAT3,STAT3,4114,473,0.1824701,0.38745913,0.2924068
NAGLU,NAGLU,42,19,0.0027196028,0.2975987,0.023803333
HSD17B1,HSD17B1,17,5,0.00094339275,0.23126072,-0.17448871
RP11-400F19.6,RP11-400F19.6,258,37,0.012477415,1.2722192,2.9370592
MLX,MLX,1788,318,0.08127536,0.41148323,0.36421767
PSMC3IP,PSMC3IP,164,17,0.0068542,0.22688685,-0.1875627
FAM134C,FAM134C,415,126,0.021208791,0.28792614,-0.005109069
TUBG2,TUBG2,53,9,0.0023734542,0.3734509,0.25053456
EZH1,EZH1,286,64,0.012634287,0.23453699,-0.16469553
VPS25,VPS25,1559,207,0.07010684,1.2496285,2.869533
COA3,COA3,2788,329,0.121734224,0.4138121,0.37117895
AARSD1,AARSD1,272,69,0.01433622,0.29237512,0.008189458
RUNDC1,RUNDC1,468,57,0.020902894,0.71556777,1.2731622
NBR1,NBR1,802,161,0.03778848,1.0573087,2.2946663
ARL4D,ARL4D,138,28,0.006747122,0.47829852,0.5639365
DHX8,DHX8,513,55,0.021046339,0.25863364,-0.092667796
RP11-527L4.5,RP11-527L4.5,29,7,0.002196967,1.4499272,3.4682496
G6PC3,G6PC3,187,62,0.010568251,0.29958966,0.029754588
HDAC5,HDAC5,827,112,0.035257183,0.6274775,1.0098501
ASB16-AS1,ASB16-AS1,331,81,0.016048504,0.22311409,-0.19883993
UBTF,UBTF,634,148,0.031666357,0.22354469,-0.19755283
SLC25A39,SLC25A39,2517,309,0.10579985,0.33486253,0.13518935
GRN,GRN,5780,648,0.32670704,0.50380415,-0.104022495
ITGA2B,ITGA2B,59,17,0.0054847905,1.6474484,4.058664
GPATCH8,GPATCH8,1515,228,0.06460433,0.23977429,-0.14904064
CCDC43,CCDC43,532,79,0.023183383,0.34792784,0.1742431
HEXIM2,HEXIM2,139,33,0.007047147,0.3337496,0.13186266
CTD-2020K17.1,CTD-2020K17.1,798,59,0.030093882,0.25236398,-0.11140856
FMNL1,FMNL1,2761,604,0.12905106,0.3418854,0.1561815
CTD-2020K17.4,CTD-2020K17.4,180,16,0.008282274,0.3667872,0.23061594
MAP3K14-AS1,MAP3K14-AS1,13,3,0.00081599335,0.51799214,0.68258536
KANSL1,KANSL1,496,163,0.02575151,0.21392493,-0.22630742
KANSL1-AS1,KANSL1-AS1,643,79,0.027932456,0.43050355,0.42107165
LRRC37A,LRRC37A,9,5,0.00066488853,0.22471854,-0.19404404
GOSR2,GOSR2,1226,119,0.051078074,0.5877827,0.89119756
CDC27,CDC27,709,42,0.02946566,0.23011431,-0.17791544
ITGB3,ITGB3,26,6,0.0016163037,0.7522951,1.3829446
KPNB1,KPNB1,3440,322,0.14949101,0.25242263,-0.11123324
TBX21,TBX21,382,121,0.01924326,0.3051954,0.04651077
OSBPL7,OSBPL7,134,32,0.0062922956,0.38158077,0.27483568
MRPL10,MRPL10,1284,209,0.0574502,0.28867814,-0.002861246
SCRN2,SCRN2,428,128,0.021883518,0.431221,0.42321622
CBX1,CBX1,910,157,0.042119112,0.46811798,0.5335056
SKAP1,SKAP1,774,382,0.048381124,0.35989225,0.21000613
HOXB2,HOXB2,1612,102,0.06272964,0.29470313,0.01514815
HOXB-AS1,HOXB-AS1,232,30,0.009896986,0.5344994,0.7319276
HOXB3,HOXB3,38,3,0.0014570673,0.24708019,-0.12720242
HOXB4,HOXB4,321,25,0.013393279,0.28269067,-0.020758487
CALCOCO2,CALCOCO2,2540,345,0.10966469,0.48086536,0.5716091
ATP5G1,ATP5G1,3576,559,0.17193808,0.35558933,0.19714421
SNF8,SNF8,4695,515,0.20247234,0.25856313,-0.092878565
ABI3,ABI3,2147,478,0.104146615,0.80921936,1.553098
PHB,PHB,3970,580,0.19784804,0.45130342,0.48324493
SPOP,SPOP,2233,263,0.09680092,0.25824866,-0.09381856
SLC35B1,SLC35B1,1320,184,0.056711573,0.21551758,-0.2215468
PDK2,PDK2,268,85,0.015657462,2.0947711,5.395764
SAMD14,SAMD14,13,4,0.0008021691,0.55155003,0.7828939
LRRC59,LRRC59,2310,170,0.096282795,1.030545,2.2146664
ACSF2,ACSF2,81,35,0.004678974,0.70502496,1.2416486
RSAD1,RSAD1,342,123,0.01914041,0.25008357,-0.118224986
MYCBPAP,MYCBPAP,32,6,0.0015281008,0.35498056,0.19532451
LUC7L3,LUC7L3,2832,469,0.13488756,1.6298735,4.0061297
TOB1,TOB1,577,336,0.036682576,0.70719427,1.248133
NME1,NME1,1254,185,0.08530616,0.7246161,1.3002088
UTP18,UTP18,1430,174,0.064291045,0.3731379,0.24959892
COX11,COX11,954,313,0.048311114,0.23708251,-0.15708667
STXBP4,STXBP4,22,6,0.0012276964,0.26122138,-0.084932745
MMD,MMD,511,56,0.02649161,0.97839445,2.0587823
NOG,NOG,282,29,0.0106088435,0.42870864,0.41570646
SCPEP1,SCPEP1,1535,363,0.07506128,0.4647861,0.5235463
RP11-166P13.3,RP11-166P13.3,21,19,0.0017623124,0.22526571,-0.19240849
AKAP1,AKAP1,207,48,0.010343675,0.27025947,-0.057916824
MSI2,MSI2,532,90,0.024249384,0.28214404,-0.02239244
MRPS23,MRPS23,2251,309,0.104525864,0.7480236,1.3701767
VEZF1,VEZF1,819,101,0.03464613,0.6037146,0.9388199
SRSF1,SRSF1,2195,362,0.10063161,0.40274918,0.33811057
MKS1,MKS1,127,28,0.0056065037,0.24549912,-0.13192844
BZRAP1-AS1,BZRAP1-AS1,248,104,0.015203074,0.43633842,0.43851277
MIR142,MIR142,5382,455,0.22804138,0.43137807,0.4236857
RNF43,RNF43,45,10,0.0021127604,0.22165748,-0.2031939
HSF5,HSF5,26,4,0.0010014073,0.3026631,0.038941417
SEPT4,SEPT4,79,5,0.0032631103,0.9632678,2.013567
RAD51C,RAD51C,817,104,0.036706537,0.503689,0.6398316
TRIM37,TRIM37,147,29,0.0068950085,0.59960407,0.9265331
SKA2,SKA2,282,63,0.013187518,0.22301784,-0.19912763
GDPD1,GDPD1,55,14,0.0025715507,0.3045001,0.044432472
YPEL2,YPEL2,829,60,0.037635982,2.596076,6.894223
DHX40,DHX40,252,25,0.009929067,0.7326112,1.324107
CLTC,CLTC,757,87,0.030164396,0.28696892,-0.0079703145
VMP1,VMP1,3013,365,0.13149635,0.26280227,-0.080207266
TUBD1,TUBD1,515,65,0.02306713,0.34411168,0.16283615
RPS6KB1,RPS6KB1,544,69,0.026358642,0.5216484,0.6935144
HEATR6,HEATR6,140,20,0.0069647357,0.32619262,0.10927396
BCAS3,BCAS3,111,35,0.005817437,0.3258017,0.108105466
INTS2,INTS2,61,15,0.004117056,1.1080252,2.4462638
METTL2A,METTL2A,510,41,0.02179299,0.23608257,-0.16007562
CYB561,CYB561,183,62,0.010778375,0.38786316,0.2936145
DCAF7,DCAF7,1511,214,0.06659528,0.31350896,0.071361005
TACO1,TACO1,614,108,0.02822168,0.21707381,-0.21689503
MAP3K3,MAP3K3,170,107,0.0118547715,1.2450025,2.8557053
LIMD2,LIMD2,11168,1769,0.56794536,0.90321386,0.12211991
